KO	L1	L2	L3	L4
K07642	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K07643	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K07644	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K07645	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K07646	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K07647	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K07648	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K07649	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K07650	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K07651	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K07652	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K07653	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K07654	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K07655	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K07656	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K07673	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K07674	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K07675	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K07676	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K07677	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K07678	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K07679	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K07680	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K07681	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K07682	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K07683	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K07697	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K07698	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K07700	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K07701	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K07704	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K07708	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K07709	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K07710	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K07711	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K07716	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K07717	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K07718	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K07768	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K07769	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K07777	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K07778	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K08082	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K08475	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K08479	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K10125	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K10681	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K10715	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K10909	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K10916	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K10942	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K11231	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K11328	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K11354	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K11356	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K11357	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K11383	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K11520	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K11527	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K11614	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K11617	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K11623	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K11629	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K11633	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K11637	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K11640	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K11691	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K11711	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K13040	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K13532	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K13533	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K13587	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K13598	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K14489	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K02476	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K02478	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K02480	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K02482	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K02484	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K02486	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K02489	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K02491	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K02668	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03407	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K02831	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K06023	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K06668	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K06684	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K06686	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K08286	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K08810	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K08812	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K08813	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K08814	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K11228	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K11916	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03885	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03935	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03936	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03937	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03938	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03939	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03940	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03941	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03942	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03943	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03944	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03945	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03946	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03947	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03948	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03949	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03950	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03951	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03952	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03953	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03954	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03955	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03957	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03958	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03959	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03960	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03961	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03962	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03963	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03964	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03965	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03966	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03967	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03968	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K11351	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K11352	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K11353	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03956	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K05572	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K05573	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K05574	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K05575	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K05576	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K05577	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K05578	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K05579	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K05580	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K05581	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K05582	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K05583	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K05584	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K05585	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K05586	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K05587	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K05588	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K13378	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K13380	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K00329	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K00330	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K00331	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K00332	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K00333	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K13951	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K13952	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K13953	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K13954	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K13980	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K00001	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K00121	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K04072	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K14085	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K08865	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K11226	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K11227	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K13413	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K14511	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K04368	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K04369	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K04430	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K04431	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K04432	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K04433	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K04463	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K02840	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K02844	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K02852	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03275	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03276	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03669	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03814	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03843	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03844	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03846	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03848	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03849	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03850	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03854	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03867	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K03877	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
K04478	L1_Cellular response to stress	L2_Response to osmotic stress	L3_NONE	L4_NONE
